,smiles,gaps
0,"[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])N([H])C([H])([H])Oc2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
",4.209632307209
1,"[H]OC(=O)C(=O)C([H])([H])C([H])([H])C([H])=C(\[H])(\[H])
",2.69294209908
2,"[H]υ[H])OC(=O)C([H])([H])C([H])([H])
",
3,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])
",5.132789473191
4,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
",4.85473867035
5,"[H]CC([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H]
",10.266538682474
6,"[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1OCCl
",4.359368348898
7,"[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1OC(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H]
",4.508662978858
8,"[H]C([H])([H])-N([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])-C([H])([H])[H]
",4.723476908755
9,"[H]c1c([H])c([H])c([H])c([H])c1Cl
",4.355107236167
10,"[H]C1C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C1[H]
",9.947964707703
11,"[H]c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
",4.013264986516
12,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])【HATOC([H])([H])C([H])([H])C([H])([H])【HAC([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
",4.983214510459
13,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
",4.292435336189
14,"[H]c1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
",4.133824459742
15,"[H]c1c([H])c([H])c(\OC([H])([H])C([H])([H])N([H])C(\[H])[H])c([H])c1[H]
",4.011183499771
16,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1[H]
",3.713888072979
17,"[H]c1c([H])c([H])c(OC([H])([H]))c([H])c1
",4.265505185087
18,"[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])N
",3.966742605023
19,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
",4.280750683217
20,"[H]OC([H])([H]).C([H])([H]).C([H])([H]).N([H])C([H])([H]).C([H])([H]).C([H])([H]).N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H]
",
21,"[H]OC(=O)C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])”
",4.427432518497
