,smiles,gaps
0,"[H]Oc1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c(N([H])c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])c([H])c2[H])c([H])c1[H]
",2.635651167245
1,"[H]c1nc(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
",1.213983248755
2,"[H]c1c([H])c([H])c(N([H])c2nc3c([H])c([H])c([H])c([H])c3C([H])([H])C([H])([H])N([H])c3c([H])c([H])c([H])c([H])c3C(=O)N([H])c3c([H])c([H])c([H])c([H])c3C2([H])[H])c([H])c1[H]
",2.793032369056
3,"[H]c1nc2c([H])c([H])c([H])c2c1[H]
",1.290961900587
4,"[H]c1nc(N([H])[H])c([H])c([H])c(N([H])C(=O)c2nc3c(C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H]
",1.611620791999
5,"[H]c1nc(N([H])C(=O)N([H])c2c([H])c([H])c(N([H])C(=O)c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c1[H]
",1.755634040766
6,"[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H])c([H])c1[H]
",3.732519973085
7,"[H]c1c([H])c([H])c([C@]2([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H]
",2.73724947005
8,"[H]c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H]
",4.265505184602
9,"[H]OC(=O)C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
",4.427432518936
10,"[H]c1nc(N([H])[H])c([H])nc1-c1c([H])c([H])c([H])c(O[C@]([H])(N([H])[H])N([H])[H])c1
",2.423409076263
11,"[H]c1c([H])c([C@]2([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2c1[H]
",0.343400485592
12,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N([H])C(=O)c3c([H])c([H])c([H])c([H])c3C([H])([H])C2([H])[H])c([H])c1[H]
",2.989885642248
13,"[H]c1nc(N([H])c2c([H])c([H])c(N([H])c3c([H])c([H])c(N([H])c4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])c([H])c2[H])c1[H]
",1.436606854161
14,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C([H])([H])C2([H])[H]
",3.520323386993
15,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]
",2.634494760485
16,"[H]c1nc([H])c([H])c([C@]([H])(N([H])C(=O)C([H])([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])n2[H])c([H])c2c1[H]
",
17,"[H]c1nc(N([H])[H])c([H])c([H])c1N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H]
",2.761456861876
18,"[H]c1nc2c([H])c([H])c([H])c2c1N([H])C([H])([H])C([H])([H])N([H])N([H])C(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H]
",1.211056078913
19,"[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c1[H]
",3.193623843831
20,"[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
",3.65062337267
21,"[H]c1c([H])c([H])c([H])c([H])c1N([H])C(=O)c1c([H])c([H])c([H])c([H])c1F
",2.833917226121
22,"[H]c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
",4.710285932898
23,"[H]c1c([H])c([C@]2([H])N(C([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c2c1C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
",
24,"[H]Oc1c([H])c([H])c([C@]2([H])C([H])([H])N(C(=O)c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
",3.818873738371
25,"[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c([H])c(C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]
",2.883208651488
26,"[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]
",2.967824284459
27,"[H]/N=C
",3.614540652681
28,"[H]c1nc(-c2c([H])c(OC(=O)C([H])([H])[H])c([H])c(C([H])([H])[H])c2[H])n(C([H])([H])C([H])([H])N2C([H])([H])C2([H])[H])c1[H]
",3.229907410271
