,smiles,gaps
0,"C=O
",3.619543720382
1,"CCCCC(=O)O
",5.063023708456
2,"CCCCC
",14.005504873077
3,"CCC(=O)NC
",5.172154738828
4,"CCCCNC
",10.615755833438
5,"CCNC(O)O
",11.174787697502
6,"O=C(O)O
",6.319186703174
7,"CC[PH](=O)CC
",8.186448331617
8,"CCNCCNCCNCCCCO
",9.647687967562
9,"CCCCCCCCC(=O)O
",4.770156382882
10,"CCCCCCO
",12.147557949096
11,"CCCCC(=O)O
",5.063023708456
12,"CCCC(N)(O)CCCC(=O)O
",3.777476339109
13,"C=CCCO
",5.45153106602
14,"C=O
",3.619543720382
15,"CON
",8.807329516838
16,"CF
",14.289555183484
17,"CCCO
",12.233579525044
18,"CCCCNCCCNCC
",10.266538682073
19,"O=CO
",5.151953539412
20,"CCCCCCNC
",10.836211200123
21,"CC=CO
",5.145784324363
22,"CCNCCNCCC(=O)O
",3.289088839106
23,"CCCNCC
",10.340911738647
24,"CCNCO
",11.205388158496
25,"CCCNCCCO
",10.286386810227
26,"CNCCCCCCNC
",10.445715324455
27,"CCNCCNCCCC(=O)O
",3.099518961434
28,"CCC(O)NC
",10.853051324072
29,"C1CCNCCCNC1
",9.947964707703
30,"CCO
",12.886928903157
31,"CCCNCCCCCO
",9.941053614187
32,"CCPC(=O)O
",3.893273596843
33,"CCCNCC(=O)O
",3.306859174263
34,"C=CCCC(=O)O
",4.610666390534
35,"NC:CO
",4.652959384767
36,"CCCCCN
",11.300159573928
37,"CC(=O)O
",5.211653578382
38,"CCCCNCCCCO
",9.968667984843
39,"CCCC(=O)CCCC(=O)O
",3.921496878223
40,"C
",17.353073836563
41,"CCCCCNC
",10.56862192805
42,"CCNCCCNCCCCCC(=O)O
",3.076218172352
43,"CCNCCCS
",4.247140010399
44,"CCNCC
",10.730982188017
45,"CCNCCCC(=O)O
",3.470530077625
46,"CC(=O)CCC(=O)O
",4.081472974801
47,"CCCC(=O)O
",4.969734033997
48,"CNC(C)=O
",5.208897324815
49,"CCCCC(=O)O
",5.063023708456
50,"CC
",15.505240341603
51,"CCCNC
",10.89229701606
52,"CCNCC
",10.730982188017
53,"CCCCO
",12.245159331111
54,"CCNCCCNCCCCCO
",9.887611448705
55,"CP
",5.695122580905
56,"NCNC(=O)O
",5.144376617562
57,"CCCC(=O)O
",4.969734033997
58,"CCCCNC
",10.615755833438
59,"CCNCCNCC
",10.220610902199
60,"CCCCCCO
",12.147557949096
61,"CCO
",12.886928903157
62,"CCCNCCCNCCCO
",10.084430348235
63,"CCCCCCC(=O)O
",5.021383771557
64,"CNC(=O)O
",5.913989848879
65,"CCNCCCCO
",10.518692178401
66,"CCCCCC(=O)O
",5.062143185827
67,"CCNCCCCCCNCCCO
",10.385146987392
68,"CCCCNCCCCC(=O)O
",3.064729157911
69,"CCNCCCC(O)CO
",9.503660297554
70,"CCNCCCP
",4.398745413513
71,"CCCCCCNCC
",10.646858328001
72,"CCC(=O)CNC
",2.913783552538
73,"P
",5.961504779778
74,"CCNCCCNCCCCO
",9.993796587879
75,"CCCCC(=O)O
",5.063023708456
76,"CCNCCCNCCCCCCO
",10.232194264544
77,"CCCCCCCO
",12.611968715363
78,"CNCCCCCNC
",10.766021744144
79,"CCON
",8.751428403695
80,"CCC=O
",3.837856874839
81,"C=CCCC(=O)O
",4.610666390534
82,"CCCC(=O)O
",4.969734033997
83,"CCCCCC(=O)O
",5.062143185827
84,"CCNCCNNCCCO
",8.07202600436
85,"[H]
",
86,"C=CCCC(=O)O
",4.610666390534
87,"CC(=O)NCCCNCCC=O
",2.925950874641
88,"CCCO
",12.233579525044
89,"CCCCCNC
",10.56862192805
90,"CCNC(C)O
",10.702038975199
91,"NS
",4.261443856216
92,"CCCCCCCNCC
",10.393864841587
93,"CCNCC(O)O
",10.525388646949
94,"CCCCNCCC
",10.630731707712
95,"C
",17.353073836563
96,"CCCCP
",5.588629780792
97,"CC:CO
",5.077136320371
98,"CBC
",
99,"BSCC(=O)O
",
100,"
",
